Name,Player ID,URL
tyler-clippard,461325,https://www.mlb.com/player/tyler-clippard-461325
alex-cobb,502171,https://www.mlb.com/player/alex-cobb-502171
gerrit-cole,543037,https://www.mlb.com/player/gerrit-cole-543037
dylan-coleman,669395,https://www.mlb.com/player/dylan-coleman-669395
zack-collins,641470,https://www.mlb.com/player/zack-collins-641470
alex-colome,517008,https://www.mlb.com/player/alex-colome-517008
mark-contreras,676628,https://www.mlb.com/player/mark-contreras-676628
roansy-contreras,672710,https://www.mlb.com/player/roansy-contreras-672710
william-contreras,661388,https://www.mlb.com/player/william-contreras-661388
willson-contreras,575929,https://www.mlb.com/player/willson-contreras-575929
sam-coonrod,656322,https://www.mlb.com/player/sam-coonrod-656322
garrett-cooper,643265,https://www.mlb.com/player/garrett-cooper-643265
patrick-corbin,571578,https://www.mlb.com/player/patrick-corbin-571578
franchy-cordero,614173,https://www.mlb.com/player/franchy-cordero-614173
carlos-correa,621043,https://www.mlb.com/player/carlos-correa-621043
nestor-cortes,641482,https://www.mlb.com/player/nestor-cortes-641482
jharel-cotton,605194,https://www.mlb.com/player/jharel-cotton-605194
danny-coulombe,543056,https://www.mlb.com/player/danny-coulombe-543056
jake-cousins,664776,https://www.mlb.com/player/jake-cousins-664776
brandon-crawford,543063,https://www.mlb.com/player/brandon-crawford-543063
j-p-crawford,641487,https://www.mlb.com/player/j-p-crawford-641487
kutter-crawford,676710,https://www.mlb.com/player/kutter-crawford-676710
kyle-crick,605195,https://www.mlb.com/player/kyle-crick-605195
nabil-crismatt,622503,https://www.mlb.com/player/nabil-crismatt-622503
cooper-criswell,681867,https://www.mlb.com/player/cooper-criswell-681867
c-j-cron,543068,https://www.mlb.com/player/c-j-cron-543068
jake-cronenworth,630105,https://www.mlb.com/player/jake-cronenworth-630105
narciso-crook,643271,https://www.mlb.com/player/narciso-crook-643271
wil-crowe,640444,https://www.mlb.com/player/wil-crowe-640444
fernando-cruz,518585,https://www.mlb.com/player/fernando-cruz-518585
jesus-cruz,672911,https://www.mlb.com/player/jesus-cruz-672911
nelson-cruz,443558,https://www.mlb.com/player/nelson-cruz-443558
oneil-cruz,665833,https://www.mlb.com/player/oneil-cruz-665833
jose-cuas,621016,https://www.mlb.com/player/jose-cuas-621016
johnny-cueto,456501,https://www.mlb.com/player/johnny-cueto-456501
charlie-culberson,518586,https://www.mlb.com/player/charlie-culberson-518586
xzavion-curry,675540,https://www.mlb.com/player/xzavion-curry-675540
tyler-cyr,664202,https://www.mlb.com/player/tyler-cyr-664202
bobby-dalbec,666915,https://www.mlb.com/player/bobby-dalbec-666915
tyler-danish,641501,https://www.mlb.com/player/tyler-danish-641501
yu-darvish,506433,https://www.mlb.com/player/yu-darvish-506433
tucker-davidson,656353,https://www.mlb.com/player/tucker-davidson-656353
matt-davidson,571602,https://www.mlb.com/player/matt-davidson-571602
zach-davies,605200,https://www.mlb.com/player/zach-davies-605200
austin-davis,656354,https://www.mlb.com/player/austin-davis-656354
brendon-davis,663478,https://www.mlb.com/player/brendon-davis-663478
jaylin-davis,664041,https://www.mlb.com/player/jaylin-davis-664041
jonathan-davis,641505,https://www.mlb.com/player/jonathan-davis-641505
j-d-davis,605204,https://www.mlb.com/player/j-d-davis-605204
noah-davis,663562,https://www.mlb.com/player/noah-davis-663562
ronnie-dawson,669008,https://www.mlb.com/player/ronnie-dawson-669008
yonathan-daza,602074,https://www.mlb.com/player/yonathan-daza-602074
angel-de-jesus,669804,https://www.mlb.com/player/angel-de-jesus-669804
chase-de-jong,608328,https://www.mlb.com/player/chase-de-jong-608328
bryan-de-la-cruz,650559,https://www.mlb.com/player/bryan-de-la-cruz-650559
enyel-de-los-santos,660853,https://www.mlb.com/player/enyel-de-los-santos-660853
yerry-de-los-santos,660787,https://www.mlb.com/player/yerry-de-los-santos-660787
paul-dejong,657557,https://www.mlb.com/player/paul-dejong-657557
ben-deluzio,641512,https://www.mlb.com/player/ben-deluzio-641512
anthony-desclafani,543101,https://www.mlb.com/player/anthony-desclafani-543101
austin-dean,621573,https://www.mlb.com/player/austin-dean-621573
jason-delay,641511,https://www.mlb.com/player/jason-delay-641511
travis-demeritte,641513,https://www.mlb.com/player/travis-demeritte-641513
matt-dermody,571616,https://www.mlb.com/player/matt-dermody-571616
reid-detmers,672282,https://www.mlb.com/player/reid-detmers-672282
ross-detwiler,446321,https://www.mlb.com/player/ross-detwiler-446321
chris-devenski,606965,https://www.mlb.com/player/chris-devenski-606965
rafael-devers,646240,https://www.mlb.com/player/rafael-devers-646240
aledmys-diaz,649557,https://www.mlb.com/player/aledmys-diaz-649557
alexis-diaz,664747,https://www.mlb.com/player/alexis-diaz-664747
edwin-diaz,621242,https://www.mlb.com/player/edwin-diaz-621242
elias-diaz,553869,https://www.mlb.com/player/elias-diaz-553869
jhonathan-diaz,646242,https://www.mlb.com/player/jhonathan-diaz-646242
jordan-diaz,672478,https://www.mlb.com/player/jordan-diaz-672478
lewin-diaz,650331,https://www.mlb.com/player/lewin-diaz-650331
miguel-diaz,622766,https://www.mlb.com/player/miguel-diaz-622766
yainer-diaz,673237,https://www.mlb.com/player/yainer-diaz-673237
yandy-diaz,650490,https://www.mlb.com/player/yandy-diaz-650490
